370,2770,4.0,1096496929
83,235,4.5,1156207393
273,59315,4.0,1466946117
1,31,2.5,1260759144
452,33499,2.0,1151812243
187,1059,3.5,1237160042
583,2329,4.0,1430526237
83,266,5.0,1156205395
583,2858,4.0,1430526233
452,33669,3.0,1151811753
187,1060,4.0,1237159148
1,1029,3.0,1260759179
452,34153,3.5,1151810949
187,1073,4.0,1228072744
273,61024,3.5,1466944347
370,2840,4.5,1096510977
452,34542,3.5,1151811000
187,1088,4.0,1241388285
273,68157,4.0,1466945879
370,2959,4.5,1096511972
452,36527,3.0,1133735170
187,1089,4.0,1228072453
583,2959,4.0,1430526211
1,1061,3.0,1260759182
370,3033,4.0,1096496974
83,272,4.5,1156206432
1,1129,2.0,1260759185
370,3052,4.5,1096512163
273,68358,4.0,1466945835
83,351,3.5,1156205656
187,1097,3.5,1228072722
1,1172,4.0,1260759205
83,356,4.0,1156207431
583,6016,4.5,1430526200
370,3147,5.0,1096512119
1,1263,2.0,1260759151
452,37741,4.5,1151810920
83,370,4.0,1156205062
583,49530,3.5,1430526153
187,1193,5.0,1228072435
273,69844,4.5,1466945955
583,54503,3.0,1430526155
452,39183,4.5,1151810945
370,3578,4.5,1096511945
187,1197,3.5,1228072739
583,56174,2.5,1430526161
370,3994,4.0,1096512193
83,377,2.5,1156205254
1,1287,2.0,1260759187
187,1203,3.5,1228072190
83,441,4.0,1156207404
370,3996,4.0,1096512001
583,58559,5.0,1430526316
83,480,3.5,1156205241
1,1293,2.0,1260759148
273,72998,3.0,1466946101
83,514,4.0,1156205644
1,1339,3.5,1260759125
187,1208,3.0,1233458483
452,39292,5.0,1151810345
273,73017,4.0,1466946186
1,1343,2.0,1260759131
187,1246,5.0,1233449323
370,4022,4.5,1096495888
83,532,3.5,1156205647
583,79132,4.5,1430526241
1,1371,2.5,1260759135
370,4105,5.0,1096510858
83,608,4.5,1156206584
583,91529,4.0,1430526279
1,1405,1.0,1260759203
187,1285,4.5,1230361560
452,40819,4.0,1151810329
83,663,5.0,1156207579
187,1345,4.0,1228071668
452,41569,4.0,1151811163
83,750,5.0,1156205385
1,1953,4.0,1260759191
583,99114,4.0,1430526265
370,4226,4.0,1096512091
273,74458,3.5,1466945436
1,2105,4.0,1260759139
83,778,4.0,1156206735
273,78499,4.5,1466945865
583,109487,4.5,1430526174
1,2150,3.0,1260759194
273,79132,4.5,1466945458
583,112552,4.0,1430526178
370,4349,4.0,1096510796
273,80463,4.0,1466946208
1,2193,2.0,1260759198
584,1,5.0,1276156510
370,4735,4.0,1096510873
273,81834,4.5,1466945936
187,1356,0.5,1228083634
83,799,3.5,1156207536
584,47,3.5,1276156718
1,2294,2.0,1260759108
370,4975,3.5,1096511489
83,904,4.5,1156205103
1,2455,2.5,1260759113
370,4993,5.0,1096510955
453,44,4.0,994622468
584,60,3.5,1271759947
83,908,4.5,1156205036
1,2968,1.0,1260759200
453,153,5.0,994622468
273,88125,4.5,1466946198
1,3671,3.0,1260759117
453,173,3.0,994621919
584,104,3.5,1276157226
273,89745,3.5,1466945274
83,923,4.5,1156205382
370,5349,4.5,1096512187
584,110,5.0,1271762454
2,10,4.0,835355493
370,5378,3.0,1096511438
83,1060,5.0,1156206581
584,163,3.5,1276157463
2,17,5.0,835355681
522,1249,3.5,1391346492
453,181,2.0,994622648
83,1077,4.5,1156206305
584,231,3.0,1276156746
187,1366,4.0,1233458974
453,185,5.0,994621902
273,91500,5.0,1466946157
370,5952,5.0,1096510959
83,1078,4.0,1156205621
584,253,4.0,1276156861
187,1372,0.5,1230417324
273,91529,4.0,1466946111
83,1197,5.0,1156206554
187,1380,3.5,1237163986
370,6615,3.5,1096511097
584,293,4.0,1276157057
187,1407,3.5,1230417235
370,6754,4.0,1096511332
83,1208,5.0,1156205372
522,1270,4.5,1391350098
187,1485,3.5,1230417226
83,1210,5.0,1156205236
370,7153,5.0,1096510958
453,256,3.0,994621948
187,1502,2.0,1233449963
273,93510,4.0,1466944248
522,1273,3.5,1391350360
370,7318,2.0,1099365665
187,1513,4.0,1228071671
273,96821,4.5,1466944067
522,1278,4.0,1391349956
370,7366,3.0,1099365673
187,1517,3.5,1228073319
273,99149,5.0,1466944089
522,1391,2.5,1391375033
584,296,4.0,1271762443
2,39,5.0,835355604
187,1580,4.0,1228072725
522,1393,3.5,1391354062
83,1230,5.0,1156205012
584,318,5.0,1271762150
522,1408,3.5,1391353454
273,102123,4.5,1466944296
2,47,4.0,835355552
83,1233,5.0,1156205366
187,1639,4.0,1230360619
522,1466,2.5,1391349980
273,103228,4.0,1466944108
584,344,2.0,1277587207
453,258,4.0,994622032
2,50,4.0,835355586
83,1240,3.0,1156205231
273,104841,1.0,1466946176
2,52,3.0,835356031
83,1247,4.5,1156206232
273,105593,4.0,1466945121
453,303,4.0,994622486
273,107083,4.0,1466945061
83,1257,5.0,1156205603
187,1653,3.0,1241225002
273,107516,3.5,1466945170
584,356,5.0,1271762270
2,62,3.0,835355749
273,109374,4.5,1466946145
187,1672,3.5,1233459023
522,1485,2.0,1391374528
370,7379,4.0,1099365698
2,110,4.0,835355532
584,364,3.5,1277587236
83,1259,4.5,1156206569
2,144,3.0,835356016
584,367,1.5,1276156750
83,1265,4.5,1156206193
2,150,5.0,835355395
83,1270,4.0,1156206651
522,1537,3.0,1391346781
273,109487,3.5,1466945404
370,7438,5.0,1099365622
83,1276,5.0,1156205360
187,1673,5.0,1230360554
453,317,3.0,994621552
522,1556,1.5,1391346690
584,377,3.5,1276156596
83,1278,5.0,1156205116
2,153,4.0,835355441
453,349,5.0,994622258
522,1610,3.5,1391350065
273,110102,4.5,1466945287
370,7439,3.0,1099365732
2,161,3.0,835355493
83,1288,4.5,1156205079
522,1680,3.0,1391346624
187,1682,4.5,1233458808
584,434,2.5,1276156876
522,1682,4.0,1391351595
584,519,2.0,1271760003
2,165,3.0,835355441
83,1348,4.0,1156205597
522,1721,2.5,1391375337
370,7445,4.0,1099365627
584,527,5.0,1271762696
2,168,3.0,835355710
453,368,5.0,994622258
187,1704,5.0,1228072924
453,393,3.0,994622561
83,1358,0.5,1156205108
584,541,3.0,1271762232
273,112852,4.0,1466945267
522,1732,3.5,1391350152
83,1394,5.0,1156206678
187,1717,3.5,1241388444
584,575,3.0,1271760285
370,7649,5.0,1096510704
453,435,3.0,994621902
83,1476,5.0,1156207561
187,1721,4.0,1228072729
584,586,2.5,1276156889
83,1500,5.0,1156205057
273,114028,5.0,1466944538
370,7810,4.5,1096510713
187,1729,4.0,1241415970
2,185,3.0,835355511
273,115617,4.0,1466945975
453,457,5.0,994622160
522,1831,2.0,1391346556
370,7811,3.5,1096510720
2,186,3.0,835355664
187,1732,5.0,1230361502
2,208,3.0,835355511
273,115713,4.0,1466946122
187,1734,4.0,1230360984
584,593,5.0,1271762449
522,1917,2.5,1391353181
2,222,5.0,835355840
453,480,3.0,994622184
2,223,1.0,835355749
453,502,3.0,994622692
370,7812,3.5,1096510726
187,1735,4.0,1237163990
83,1590,5.0,1156205586
522,1923,3.0,1391374781
187,1884,4.0,1233448784
370,7991,4.0,1096510840
83,1639,4.5,1156207452
522,1954,3.0,1391349739
370,8810,3.0,1096511085
273,116660,4.0,1466944163
187,1885,2.5,1241225070
83,1653,5.0,1156205019
273,119141,3.5,1466944327
584,595,4.0,1277587234
273,119145,4.5,1466945283
187,1895,4.5,1241388065
370,8861,3.5,1096510669
522,1961,4.0,1391350246
83,1732,5.0,1156205355
453,552,3.0,994622360
273,122882,5.0,1466946086
522,1997,2.5,1391349719
2,225,3.0,835355552
370,8874,4.5,1096511117
187,1917,3.5,1233516622
273,122886,5.0,1466945263
453,558,2.0,994622582
83,1747,4.0,1156207505
370,8928,3.5,1099365691
522,2028,3.0,1391350133
273,122892,3.0,1466945289
584,648,3.5,1276156701
83,1777,4.5,1156207576
453,589,4.0,994622141
370,8947,5.0,1099962827
187,1923,3.5,1230417187
83,1799,5.0,1156207007
453,688,3.0,994622627
371,17,4.5,1462744286
2,235,3.0,835355664
453,694,2.0,994622627
584,750,2.0,1273167108
371,47,4.5,1462737831
2,248,3.0,835355896
273,122904,5.0,1466944501
453,736,4.0,994622424
522,2125,2.5,1391346674
274,22,2.5,1074104221
83,1917,2.0,1156205343
522,2194,3.0,1391349988
584,780,4.0,1276156525
453,737,3.0,994622032
187,1954,0.5,1230417281
83,1920,0.5,1156205568
522,2205,3.5,1391354406
453,780,4.0,994621794
584,829,1.0,1271760557
522,2324,3.5,1391350500
187,1968,5.0,1230361003
453,1097,3.0,994621552
522,2329,3.5,1391350381
584,912,3.5,1276157018
274,198,3.5,1074104320
83,1923,2.0,1156206976
371,110,4.5,1462745271
274,293,4.0,1074104702
584,924,3.0,1276157033
371,293,4.0,1462734440
187,1997,4.0,1233448875
274,296,4.0,1074104982
522,2378,3.5,1391352625
584,1036,2.0,1271884901
83,1961,5.0,1156205341
2,253,4.0,835355511
187,2000,2.5,1230417250
371,296,4.5,1462743973
83,2000,1.5,1156205337
2,261,4.0,835355681
453,1100,3.0,994622282
83,2109,3.5,1156205560
584,1061,4.5,1273516287
522,2379,2.5,1391352220
453,1356,5.0,994621794
584,1073,3.5,1271763454
83,2155,4.0,1156207519
187,2005,4.0,1230416453
453,1377,3.0,994622282
522,2396,3.0,1391350663
371,318,5.0,1462734560
83,2291,5.0,1156207407
453,1391,3.0,994622529
584,1136,3.5,1276156819
2,265,5.0,835355697
522,2403,3.5,1391354227
371,356,5.0,1462733874
453,1396,4.0,994621822
187,2018,3.5,1228071707
522,2411,4.0,1391354213
274,319,4.0,1074104970
453,1431,3.0,994622599
187,2042,5.0,1233517050
522,2571,4.0,1391350315
453,1527,5.0,994621794
